TweetID;Label;tweet
69859764439498752;2b;BIDU approaching 130 test also pretty close to lower accel band 130 was top of mircouptrend in Feb so likely significant again
69908981451210752;2a;New video  setups in AMZN BIDU PAY AVGO BJRI M GMCR GOOG NVDA SNDK UA SPY ESF SIF SLV CLF STUDY
69915126114947074;2b;The only MAJOR technical damage in this mkt is in the China names  BIDU SINA SOHU  some growth names faltering but many still strong
69924098800754688;2b;51511 Market Overview and Swing Setups AdamGSMB discusses setups in AMZN BIDU PAY AVGO   
69924240916357120;0;BIDU chart request   Another stock that is topped out here
69927851855581185;4;RT HeadScratcher BIDU  In depth look Multiple Time Frames  The Good Bad  Ugly  lt Youve been busy Thx
69931562694737920;2b;BIDU strong support approaching 
69941583562285056;2b;ERROR
69950425285136384;0;ERROR
69961428945223680;4;ERROR
69963314603638784;4;ERROR
69964315326808064;2a;BIDU bidu for a lil bounce here  129 ish
69980904096923649;2a;SPY  smbcapital New video setups in AMZN BIDU PAY AVGO BJRI M GMCR GOOG NVDA SNDK U 
69997084455084032;2a;ERROR
70004352907087872;2b;ERROR
70073639084621824;2a;ERROR
70107692462645248;2b;ERROR
70113113697030145;2a;ERROR
70118601222389760;0;ERROR
70122989143867392;4;ERROR
70124102140182528;2a;ERROR
70124185086734336;2a;The correction in Chinese internet stocksSINA BIDU SOHU NTES is over
70125287727312896;0;BIDU SINA updead cat bounce both below support levels
70125823801307136;2a;Good morning all As the markets are down at the open and floundering I am just sitting and watching AAPL AMZN CAT GS BIDU
70126322835390464;0;RT Thestoj BIDU SINA updead cat bounce both below support levels add SOHU to the mix
70126529425833984;2a;ABT GM LCC LOW BIDU watching long  need patterns
70126766060089344;4;ERROR
70126849140862976;4;Chinese internet stocks bouncing back so far today BIDU SINA SOHU
70130109041999872;2b;ERROR
70131112059486208;4;Both SINA and BIDU are bouncing on strong volume SOHU NTESs volume are low funds are buying the big names like BIDU and SINA first
70131789183713281;4;If SINA and BIDU can hold its gain today then SOHU and NTES are next to go SOHU can easily go above 90 this week
70135093242499072;2b;BIDU the most insane bounce I have seen in a while Will be most likely taking a hefty loser in some puts here
70136596715933696;2b;CLNE lets break through 200 day MA at 1448 and it is off to the races SNDK and BIDU longs from last week rocking
70138657406844929;2b;ERROR
70140089908477953;4;BIDU  BIDU big bounce off 127s messageid63163156
70140671322890241;4;Top stocks bull trade ideas CISG SIGA NDAQ ENOC JCP ICE FE TKC BIDU BORN more 
70141713372553217;4;BIDU  Yup I witnessed the bounce on BIDU hows your trading day 
70141728614658048;0;BIDU can test 127 level this week
70142428832743424;0;HedgefundPLAY people love these dead cat bounces I agree with you Lure the easy money back in bidu sina sohu
70144007300333569;2a;BIDU  I see I do not play GE but I play BIDU AMZN most of the time 
70149427427422209;0;BIDU  Bounces of the 618 Do you smell the bait in the trap  
70150550548774913;2b;ERROR
70162966061916160;2a;In 5 min we go live on the floor with Smbpcapital on talking JCP NYX AIG BIDU
70163833821462528;4;Reading TechEye Microsoft close to rolling into China  MSFT  I own BIDU  MSFT 
70165977232453632;0;ERROR
70168119234146304;0;ERROR
70170189064437760;4;ERROR
70175389443559424;0;ERROR
70176166501302272;0;ERROR
70186476498984961;0;BIDU SINASOHUYOKU negativedead cat bounce
70186860042911744;0;ERROR
70186919367163904;0;ERROR
70188534782361600;0;Chasingthealpha I bot some 130MAY puts on BIDU  185 best of luck
70191470665150464;0;die BIDU die back to 127 with you
70192264177135617;2a;BIDUlove it
70192750322139136;4;ok shorts lets get ready to make some   maybe BIDU PAY NVDA lets go
70193112160538624;0;ERROR
70194540052619264;0;ERROR
70196042808823808;2a;ERROR
70196386695622657;2a;Although Chinese stocks are under pressure BIDU is one I am interested in see the chartupdown 
70197689375137792;4;ERROR
70198120495071232;0;The Big Monster Stocks are falling like flies AAPL AMZN NFLX BIDU  a GREAT SELL SIGNAL IN PLACE SPX 
70199738892431360;2a;ERROR
70201770697170945;2a;BIDU puts saved me today
70204031850655744;0;GOOG AMZN BIDU could see much lower prices  Momo stocks are falling out of favor and fast
70205197313523712;2a;BIDU  BIG BOARDOPTIONS Players Look at BIDU HERE  
70206729887023104;2b;Added NTES better price action today than BIDU SOHU
70207264706920449;2a;ERROR
70209376941637633;0;SINA BIDU no broad based China rally as some suggestMisinformed traders are dangerous
70209887149367296;4;BIDU  OPTIONS GUYS BIDU HERE LOOKS GOOD imo 12740 lod 
70210763142332416;2b;ERROR
70211806211219457;2a;Traderstewie how bout a 5 that is 5 by 1030 oh wait SINA BIDU
70212175444180992;0;ERROR
70212869928652800;2a;covering just a little PAY here and some BIDU at LOD  out of BJRI about be 
70213813143732224;2b;AAPL heading to 325 BIDU nasty reversal  leaders getting killed despite SPX not doing too badly
70213978168623105;2a;ERROR
70215805178089472;0;ERROR
70216985895649281;0;sold my BIDU puts since its holding the 100 day MA
70217883380228096;0;Been busing with perf issues all day long Looks like the momo stocks got life sucked out AAPL AMZN NFLX BIDU and more
70218715710496769;4;Sold BIDU at 13525 from my last Fridays purchase of 13211 then bought 13490 and sold again at 13525 now holding 200  13493 LT
70222282739552258;0;Covered few shorts in WYNNBIDUSINAMNKD
70223952429064192;2a;ERROR
70227624584155136;0;ERROR
70230360616742912;0;ERROR
70233983073525760;4;BIDU Nice pop this am been doing that alot CALL
70240560400703488;2a;RT Emergingmoney Chinese Web wars flare across the market YHOO ALBCF BIDU SNDA RENN via EmergingMoney
70243164430139392;0;ERROR
70256277997109248;4;Jimcramer Selling has picked up in WYNNBIDUNFLXPCLNGMCRAMZNAAPLGOOG heavy sellingcan correct 5 morelove all longterm
70271118530977792;4;At end of March  had 477M internet users  382M registered websites BIDU GOOG
70278769864216577;2b;ERROR
70289122136301568;4;ERROR
70290735248838656;0;ERROR
70296865891033088;4;ERROR
70306428094644224;0;ERROR
70306726695534592;0;Chinese Internet Stocks Sold off As Investors Shun Risk BIDU SINA RENN YOKU SOHU DANG QIHU PWRD 
70309566524571648;0;ERROR
70310203517710336;0;BIDU  BIDU UPDATE As good as the 5m looked when I entered the SampP Tanked EOD and seemed so did everything else 
70312992176222210;2b;ERROR
70339578883604480;0;ERROR
70348839189622784;2a;ERROR
70483557075779584;0;ERROR
70484346301186048;2a;The Long and Short Evaluating and Updating a Hedge Funds Holdings  AAPL AET AMZN ANF BBY BIDU BJ
70489169822101504;0;BIDU really going south  The Tide the wave  the ripple is showing it for both long and short term Excellent Shorts
70489888134397952;2a;ERROR
70490046825889792;0;BIDU will cover short around 120 level
70491621724131328;2a;BIDU RSI 28 may bounce here but measured move is about 120 and 200day at 112  Williams not oversold yet
70493226976546816;4;STOCKWINNERScom  at 127 and the bullish MACD BIDU is a good day trade here  Visit our site for info
70493833854599168;0;ERROR
70493878737833984;0;ERROR
70494539948896256;4;ERROR
70495018493816833;0;ERROR
70496433744252929;2a;Sspencersmb Correct Lets rally 10 handles before the techs can all crumble BIDU
70499958834462720;2b;LFT news pending if it is bad news Chinese IPO will suffer more than like of BIDU SINA and SOHU Will buy these if it is bad
70501472361656321;2b;The YHOO  Alibaba news will have bigger impact on SINA SOHU BIDU than LFT news If it is good news see 510 pop
70506142836588544;2b;BIDU Could see a bounce up to new resistance but still should see lower  still holding short
70506818031460352;0;ERROR
70508054684241920;4;nice trading on BIDU LegacyTrades
70513472374444033;4;ERROR
70514320483696640;2b;interesting note on BIDU vs GOOG  from April 28th highs its down 18 vs only down 38 GOOG  but Bidu still 30 vs 19 from January
70515546533281792;0;Baidu I have BIDU calls look like it is a 100 loss Only thing good it is not big Now once we have a base I will add some GL
70515653995540480;2b;Liking the relative strength TODAY in BIDU SINA and SOHU Otherwise everything is a crapfest
70516502683594752;2b;If we have a bounce SOHU SINA will do better than BIDU Still expect a NTES bounce after ER as well If the bounce holds
70517556972236800;2b;GOOG price action is better than BIDU today maybe the market will turn
70518657075257344;4;clne patience required liking rebound on BIDU and AMZN today SNDK next
70518956749885441;4;Covered Bidu at 12813 up 987
70519018175471616;4;ERROR
70520049651286017;4;BIDU green now
70521786860703746;4;BIDU  nice what a bounce on BIDU off 125 called it 
70521801310085120;2b;BIDU If using the clouds look at other timeframes to explain price movement   
70530339788951552;4;RevoTrading BIDU absolutely beautiful
70532185085591552;4;ERROR
70532210511458305;4;BIDU  Take a look at BIDU this stock has been rising since 2009 an messageid63225751
70533005420146689;2b;INDU  113 GOOG 162 BIDU  142 AMZN 41  Bullish or dead cat bounce on oversold names
70534255972859904;2b;RT Stanton430 Better long term play SINA or BIDU I will say SINA Its the BIDU in 2007 If market crashes BIDU is better
70535952996634625;0;ERROR
70538033144926209;4;In my opinion SINA BIDU setting up to be shorted again rather than reverse
70543253367300096;2a;ERROR
70548575804866560;2a;not really trading today holding BIDU PAY NVDA short and just kinda chillin working on book edits etc
70550928595496960;4;Cup  Handle in BIDU
70556993923981312;2b;New Stock Pick Long Baidu and Short Rosetta Stone  BIDU RST YHOO
70559756619759616;2b;BIDU Updated DIP BUY posted yesterday Worked like a charm
70569972635664384;4;BIDU cover stop 19 will watch action and look to short again
70570039253811200;4;BIDU  those BIDU calls you sold this morning for 400 are now worth 700 
70570072866955265;4;ERROR
70571668711555072;4;ERROR
70572470687641600;0;ERROR
70575861174247424;4;BIDU Nice bounce off the 100 day MAVG on volume Gorgeous
70577561079525376;2b;ERROR
70577755498102785;4;BIDU  yes very green look at BIDU  Nasdaq is green while market I messageid63238818
70577823923961856;4;Nice highervolume support in the market and some key names like BIDU today  but theres still plenty of damage that needs repairing
70577884640722944;4;BIDU  Yes BIDU had a great bounce off 125 area nice call there messageid63238934
70578029839126528;4;ERROR
70578583504044032;2b;ERROR
70578815356768256;4;Will hold SINA BIDU AAPL AMZN SOHU  GOOG MA currently holdings and like eod action
70579377896820736;0;ERROR
70588242696732672;0;Verified 360661 loss in BIDU 5 day effort in this stock in and out I got him good and then he got me back
70599795118571521;4;BIDU and other stocks showed a resilient rebound into the close the QQQ and SPY snapped back above their 50 day moving averages
70604685140168704;2a;BIDU  MANIC BIDU ALERT at 12470 june 125 strike 745 at time Hod 1070 436 Gain  
70606711567818752;4;ERROR
70607512835067904;2a;BIDU  MANIC BIDU ALERT at 12470 june 125 strike 745 at time Hod 1070 436 Gain  
70612776137146368;4;RT B1llmoo Traderstewie  played BIDU from your alerts50 thanks your service has already paid for its self this month sweet
70613572522217474;2a;SteveLee81 The China name bounce may be an oversold one My trade was to take off SS BIDU  a trailing stop disciplined  w no emotion
70616437147967488;4;Traderstewie Always on the prowl Well done  BIDU
70621073678401537;4;ERROR
70621385654935552;2b;ERROR
70623596392882176;0;RECAP ah were up  LYB DELL gapped to May highs  SINA ADI TNA CAT FCX BIDU  down TA  also up    UCO SLV AGQ
70632037391929344;4;Baidu Tencent Best Investment Bets to Ride China Internet Boom CLSA Says  Bloomberg via BloombergNow BIDU SINA
70635842737143809;2b;BIDU Bounced as well but eod action kept me from selling entire holdings Need to see follow thru
70640809405464576;4;NTES ER tomorrow after close SOHU SINA BIDU will benefit if there is a good outcome for YHOO  alibaba meeting
70641904462729216;4;Chinese Internet Stocks Rebound Sharply As Tech Cut Losses BIDU SINA RENN YOKU SOHU DANG QIHU PWRD 
70642548183547905;2b;BIDU Nice bounce today at one support level into another level Move higher 141 looks likely or lower to 120 
70653570025922560;4;RT Niubi Baidu Tencent Best Bets to Ride China Internet Boom CLSA Says  Bloomberg bidu sina
70656175905050624;4;ERROR
70661497625378816;2a;RT Sspencersmb Using Your Strengths To Improve Your Trading Results BIDU RIMM Study
70674353938890753;4;ERROR
70689196339240960;4;ERROR
70708521401991168;2b;ERROR
70777825933799424;2a;New post BIDU  reversal time utmcampaigntwtutmmediumtwitterutmsourcetwitter
70828528077242368;0;Baidu BIDU Expecting Resistance Soon 
70846187565105152;4;ERROR
70847306500550656;2a;BIDU nasty
70848265662369792;2b;BIDU long 13218 1 point stop
70848866223792128;0;ERROR
70849105554980864;2a;bought puts on  BIDU  132  SPX 
70856366738255872;2a;Sold 12 the BIDU 60 wasnt here to sell the big pop lol
70857199668301824;2a;my chick bad WL RIMM DE ANF CREE SINA POT BIDU TCK DELL WMT ANF FCX
70862855976648704;4;SINA SOHU BIDU GOOG MA out now completely from yesterdays entry nice profits  still holding AMZN AAPL
70864455331876864;0;Dumped last BIDU 40 the SPX 30min 50MA is right here Playing safe
70864767786553345;0;ERROR
70865733411803136;0;BIDU has to go red
70869729899855872;0;ERROR
70874728063184896;0;BIDU red soon
70883125147873280;0;ERROR
70883830562684930;2a;ERROR
70891459318001664;4;Other leaders catching a bid today include AMZN LULU CAT RVBD ROVI BIDU PCLN etc
70892803508539393;2b;BIDU  takes less than 1 percent stake in 360buycom one of the biggest websites to sell directly to consumers in 
70895663906422785;0;Trade Review BIDU Breakdown  
70901881366515712;4;ERROR
70902882957922306;0;ERROR
70903781923106816;4;ERROR
70904822748020736;0;ERROR
70905909517357056;2a;short bidu with some may  135 puts here
70905977507024896;2b;ERROR
70912348365398016;2a;Brendonchan dude I bet BIDU is on fire right now Look at how my friend made out  
70913465891557376;2b;fly little birdie fly SPY  M ALTR DFS MAKO TZOO  still hanging on BIDU PAY short a little too though
70926256371277825;2a;ERROR
70934668995870720;4;Manistocc bases destroyed through selling are not rebuilt in 24 hours Patience sina bidu  wlt
70935766271930368;0;ERROR
70939277718065152;0;BIDU red
70943098980679682;0; Former leaders that could not do much today like BIDU SOHU LVS MCP PNRA are where my efforts will be focused soon on short side
70948182384836608;4;ERROR
70951298622701568;4;SOHU BIDU YOKU all seemed to be resting today worth watching tomorrow
70995720123072512;4;BIDU Could be acting as support
71000985241264128;4;JWard73 it just seems like people can not leave the Chinese stocks alone keep going back 4 more bidu sina sohu ntes
71001431569731584;0;Baidu Accused of Aiding Chinese Censorship  Bloomberg via BloombergNow BIDU
71010363512066048;0;RT Niubi Baiducom Accused in US suit of Aiding Chinese Internet CensorshipBloomberg does US court have jurisd 
71011415250583552;0;Chinese Internet Stocks Under Perform Amid Broad Market Gains BIDU SINA RENN YOKU SOHU DANG QIHU PWRD 
71012596416909313;2b;SteveLee81 Looking at Bidu Yoku and Sohu charts they do look like they are finding support off a bottom I prefer to buy strength
71029013287669760;0;RT BloombergNews Baidu sued by Chinese residents of US for allegedly aiding Chinese censorship  bidu
71029270952153088;0;lol mmmm yeah good luck with that law suit BIDU
71029859937292289;0;RT CNBCtopStories Baidu China Sued in US for Internet Censorship  BIDU GOOG RENN   
71030253417529344;0;ERROR
71030937680490497;0;ERROR
71031565181927424;0;FXI EEM BIDU  SOHU  SFG China Stocks May Break Out While Economy Slows Citigroup Says  
71034354234695680;2b;BIDU looks like is setting back up will nibble a few here 
71040231201177600;4;NTES PE is 17 vs 26 for SOHU and 73 for BIDU Its a buy in Chinese internet sector After todays ER PE will be in low teen
71048378334711808;2b;ERROR
71054639306518528;2a;ERROR
71060531317968896;0;SPY  New video Swing setups SPY BIDU PAY NVDA GOOG M DFS ALTR MAKO TTWO VNO ROVI  
71060615950643200;2a;SPY  smbcapital New video Swing setups SPY BIDU PAY NVDA GOOG M DFS ALTR MAKO TTWO  
71062980091060224;0;ERROR
71064207491211264;2a;RT Smbcapital New video Swing setups SPY BIDU PAY NVDA GOOG M DFS ALTR MAKO TTWO VNO ROVI GMCR DIS 
71071304723349504;2a;ERROR
71072419934253056;2b;ERROR
71166409031434240;0; China government sued in US for Internet censorship BIDU 518 close 13184 
71180252696690688;4; Key levels on some stocks I am watching  BIDU 135  SOHU 87 REDF 1150 LVS 4250 MCP 6250 OPEN 92 SINA 118
71186037686284288;4;Lawsuit filed against BIDU PUT 
71194756369231872;2a;I did a video last night on swing setups M BIDU PAY SPY ESF STUDY
71199719560445954;2a;NTES PE 17 vs SOHU PE 21 vs BIDU PE 73 and yet they are in the same space Chinese internet market NTES is no6 in Chinas internet
71204813777543168;4;others to watch  PNSN JAG GFRE VECO RIMM BIDU REE MCP
71205778777849857;4;ERROR
71208341510160384;4;A good start to the day with AAPL WYNN SINA AMZN BIDU FOSL NFLX PCLN ACOM JOBS and others moving
71209675177201664;2b;ERROR
71209727840890880;0;ERROR
71210660477943808;4;SINA Bouncing off 50 day this morning Nibbled a few along with BIDU for trade only
71211472755245057;4;BIDU 30m cloud shows break out here next level 13688 60m chart
71211633682300928;4;BIDU top of 30m cloud is 13475
71211730952392705;0;ERROR
71212464590684160;2b;ERROR
71214031595245569;2a;Which cloud is providing resistance this morning AAPL AMZN BIDU CAT MOS DELL SINA 
71216839727915008;4;BIDU  the minute I sold BIDU calls it shot up thru that 13325 sold too early today 
71219831000662016;4;BIDU SINA holding up well  nice consolidating patterns on the intraday charts  no position on either
71220624021929984;0;New Yorkers Suing China  Baidu Violation Of Constitutional Rights  GOOG BIDU
71222747879047168;4;Ya fairly priced  RT Conorsen Stocks that trade with pricesalesgt10 SINA BIDU OPEN CRM SFSF N  why is 16x for LNKD so insane
71223022979256320;2b;MarketQuoter I mean if were rolling the dice on Chinese IPOs they are not always do not forget the mighty BIDU  DANG
71223729480413184;4;TheMarketQuote your the King of DANG of course there a few  out there BIDU amazing would be at 1300 presplit FUQI 
71235557325406208;4;out of my BIDU calls 23
71237398356443137;2a;stopped out of BIDU short after a good run added to NVDA short sold some M DFS looking good trying to stay out from under the bus
71240787890937856;2b;LNKD put SINA SOHU BIDU GOOG AAPL every stock to shame Go LNKD go They should offer options and allow shorts now200 coming
71241087976611840;4;Triple digit first day  pops in post bubble era will LinkedIn be one LNKD BIDU YOKU QIHU NMX CMG IPOS
71241151268659201;4;LNKD hit 122people are insane This is hot like BIDU was
71241981103312896;2b;AdamGSMB you think bidu is starting a new uptrend it was looking weak before collapse really not huge volume
71245161316876288;2a;ERROR
71246044855410688;4;SINA rockin added BIDU here 13485
71246176925650944;2b;This LNKD multiple makes me feel much better about NFLX BIDU  CRM AAPL looks like a bargain basement sale Jimcramer
71249718218469376;4;Dadams007 bidu picking up but not trading it like aapl for me
71251144449605633;4;Jdells06 yes BIDU in my LT port wAAPL  not trading it either U watching LNKD  This thing is going buck wild
71256283864498176;4;BIDU IPO anyone remember what it closed LNKD is not far behind Its 354 gain on First day in BIDU BIDU opened at 66 closed at 122
71260545004732416;4;Leaderboard of featured stocks as of midday include SINA up 54 BJRI up 28 BIDU up 23
71263303233572864;2a;ERROR
71264612397494272;2b;BIDU sued but people only care about LNKD 
71267172634202112;4;OK  that was silly   now looking  BIDU  just crossed resistance  looking for a vol incease here
71267588654632960;4;BIDU getting some exercise here  like this action
71269495913717760;2a;RT CBOETV Weekly Weeklys report Activity in weeklys exp 52711 AAPL BIDU F GLD SLV  
71271438220410880;2a;ERROR
71271459443576833;4;BIDU  buying BIDU puts tomorrow 
71273565110022144;4;ERROR
71274826681171969;0;Covered BIDU 31
71275651247767552;4;Just imagine where Facebook will go RT Corybolton LNKD hit 122people are insane This is hot like BIDU was
71276922486792192;4;Lots of featured leaders scrambling higher AAPL WYNN CMG PCLN BIDU MELI FOSL AMZN APKT CRR CTRP PRGO CRM OTEX etc
71279246525476864;4;STO BIDU June 135 calls at 615
71279750185877504;4;BIDU still very active gave a chance to get in under 136
71291026102435842;4;RT Gcoundou STO BIDU June 135 calls at 615 BTC at 595
71291585748406272;2a;Businessinsider  you guys do know that BIDU split 101 since the ipo   hurry change it
71293832129560577;4;Optionmonster BIDU back to 150 getting some nice buys I like the chart whats your take at 135 now
71296779789926400;2a;CRM 10 May11 110120145155 iron condor  1495 looking good weird pop back aapl nflx goog lnkd pot bidu ge 
71301140481974272;4;SINA and BIDU going for Day 2 minimum of 2 gains on avg or above avg volume after a 30day closing low just fwiw    
71301343339483136;4;BIDU sold Jun11 1150012000 Put Vertical  52 Limit AON  12 position on trendline break may add 
71303777474457600;4;opened new positions BIDU OPEN ORCL MA SINA
71304223794536448;4;ERROR
71310393422778368;4;RT FibLine Good Day for most of these Worth tracking for more UP GMCR HANS HS TPX TSU MAKO LULU ST RVBD ARUN APKT BIDU  
71337646726725632;2a;ERROR
71340689480359936;4;ERROR
71358272862568448;4;BIDU I am back in between 130134 The next sell is 175 That should happen by November Just in time for my holiday flash money Study
71358660546277376;2a;BIDU gtotoy  still shorting BIDU 
71396340420186112;4;Chinese Internet Stocks Lifted By LinkedIn BIDU SINA RENN YOKU SOHU DANG QIHU PWRD 
71478440699756545;4;XQuickFixX wade and bronx are bidu and aapl rose is tzoo not on their level yet
71525839568781312;4;ERROR
71530833349062656;2a;Cramers Stop Trading The Most Outrageously Overvalued Ridiculous Thing I Have Seen 51911 BIDU LNKD
71542057776316416;2a;RT ZorTrades bidu aapl sohu look so far like dead cat bounces
71544314353811456;4;Swing longs watch list today BIDU EMR NOV JOYG XOM PCLN Visit to see SP100  Naz100 stock rankings
71545920344440832;4;Cramers 28 Favorite Stocks AAPL GG HES CAT DD HLF NFLX POT AA ABX APC ARG BIDU BTU BWLD CMG
71547571952287744;4;RT SeekingAlpha Cramers 28 Favorite Stocks AA AAPL ABX APC ARG BIDU BTU BWLD CAT CMG DD DE 
71552995384496129;4;ZorTrades tend to agree on your dead cat bounce comment I moved BIDU up on my fade list this morning
71565627382444032;4;expecting pinning at the following strikes today AAPL 340 BIDU NFLX 245 SINA 120 V 80 GS 140 
71573997946548224;4;ERROR
71581989416869888;2b;ERROR
71585966254604288;2b; Watching 50 day MA on SINA 11485 and DECK 8796   Also BIDU as potential short
71594927515123713;0;ERROR
71596523544252416;4;ERROR
71598001453404161;0;ERROR
71601520134733824;4;BIDU  Looks like wewouldbetter be hitting and running any Chinese companies if we trade them at all the ones that ha 
71604404100411394;2a;RT Daytradingde stocks for today CRM VMW AAPL LNKD RVBD BIDU SINA AMZN 
71608906618642437;2a;Will Internet IPO Euphoria Extend to Russian Search Leader Yandex Next Week  BIDU GOOG LNKD
71613022363336704;0;RT Prostocktrader Bought BIDU 13440 with a stop at 13395  Through 13474 looks like this can find its way back to the uncanged level
71619943803797504;2a;IPOtweet JayBWood Thanks Not sure how I missed Yandex YNDX should be a very interesting IPO BRIC  Internet GOOGBIDU of Russia
71620085692907520;4;Trade CALENDAR on BIDU  1 MAY11 125  1 JUN11 125 CALLS 227 
71620121797472256;2a;Per earlier comment on BIDU purchase took profits  of 90
71620833973506048;0;Current June short put spreads AAPL 305310 BIDU 110115 CME 260270 FFIV 8590 FSRL 105110 GOOG 480490 ISRG 300310 WLT 100105
71631195452092416;4;RT IPOtweet LaMonicaBuzz Despite the LNKD pop BIDU holds the first day IPO return record in the post bubble years  A good sign fo 
71631407298002945;4;IPOtweet Seems so I am very curious to see what YNDX does on first day Seems unlikely to top LNKD let alone BIDU But could be big
71635932192841728;4;BIDU  The Deadliest Catch  Having trouble navigating the 10 ma  13566  and below the 50ma 138160   Careful might have pinchers
71655940750983168;2a;ERROR
71658882711302144;2a;ERROR
71672288109531136;2a;Stock market video is up Paul Goodwin discusses PCS FOSL CROX BIDU  this weeks market 
71681811419381761;4;BIDU  roflIwouldjust go all in BIDU 
71697325294235648;2b;Some damage in tech land AAPL BIDU ARUN but all in all not bad so far Last shoe to drop
71697444748005376;4;BIDU  Good points I agree I imagine that SFIO will over time continue to get many government and other agencies be 
71704051477262336;4;ERROR
71734443919941632;2b;ERROR
71740770872344576;4;ERROR
71741946216976385;0;ERROR
71909426143051777;4;ERROR
71998932556853249;2b;BIDU this will be on top of my list needs to regain 50ma but looks ready to run retest of 144 
72082931090325505;4;RT BloombergNow  Longtop ShortSellers Show Mistrust Undermines China IPO Market BIDU C CIL GS LFT 
72083637998325762;2a;Longtop ShortSellers Show Mistrust Undermines China IPO Market BIDU C CIL GS LFT MOBI MS REN RENN VX
72182583999467520;2a;ERROR
72209122577223680;2a;ERROR
72387411346341888;0;BIDU might be setting up a bear flag with declining volume Its 50DMA overhead also might become resistance area 
72388975154827264;2a;BIDU  Yes SFIO certainly has the power of a strong momentum penny stock right now No one can know the future and t 
72509363914416129;0;ERROR
72565087780605952;0;Baidu censorship lawsuit in focus BIDU    
72574978918318080;2a;BIDU  So true  I am over 50 and can remember Jim Cramer saying BIDU was a bad investment  I sold about 20k shares o 
72633182381547520;2a;IPOPreview Yandex NV Russian search engine BIDU GOOG YHOO YNDX
72645695957504001;4;Top Chinese Internet Picks for Investing BIDU CYOU DANG NTES PWRD SINA SOHU YOKU
72657002848976896;0;Bidu opens lower  130  BIDU   eotpro 
72657565116399616;4;BIDU long 13020 1 point stop
72659944326971392;2a;RIMM great pop  watch SWN FCX BIDU
72664312908492800;4;ERROR
72667865265864705;4;ERROR
72670083230609408;2a;ERROR
72676207858159617;2a;ERROR
72678552771891201;4;Top Internet Picks by Fund Gurus Concentrated in the Sector BIDU CHKP GOOG KNOT YHOO
72684877417431040;2b;ERROR
72703351661412353;2b;ERROR
72712140259205120;2a;First there was GOOG then there was BIDU  now theres YNKD  
72716512036798464;0;Jimcramer I know you only like BIDU but what about SOL it really got beaten down to much I feel
72727857230643200;0;BIDU all out 20 tired of babysitting it
72738057643765760;2b;ERROR
72750051675484160;0;ERROR
72753584558714880;0;ERROR
72758960570118144;2a;What the eG8 Could Mean for Internet Development  AAPL BIDU GOOG
72764216020443136;2a;TheAnalyst Just out of curiosity are you bullish on any Chinese equities  What about BIDU
72774868487254016;2a;ERROR
72776150102970369;4;RT Newsagg Stocks wopportunity early to move above their 15m Ichimoku cloud AAPL AMZN BIDU CAT FFIV FCX SINA SOHU MOS 
72786297797885952;2a;Long cvh and bidu today Anybody with me
72805188884369408;4;RT SeekingAlpha Hoplite Capitals Favorite Stock Picks BID BIDU BRKA BUD C CCE CCI CI DTV DV 
72816844532236288;4;OneAndOnlyST87 I am recommending only one Chinese stock for investment BIDU
72824114695516160;4;ERROR
72883050966556672;0;Back from Oahu It looks like todays selloff  is the start of the downtrend PCLN GOOG AAPL BIDU the leaders r under heavy distribution
72890343934263296;0;BIDU 136 is a critical level Heavy volume selling and a 50day that looks to be rolling over  stay away
72895777621549057;2b;Context Matters BIDU CF Study
72903221353517057;2a;ERROR
72905138477613056;2a;ERROR
72908789245935616;2a;RT Sspencersmb Context Matters BIDU CF STUDY
72992594338131969;2a;Looks like investors are saying da to Yandex YNDX the GOOG of Russia or is it the BIDU of Moscow prices IPO at 25 Above range
72995388310831104;4;ERROR
72998177191636992;2a;ERROR
72999058494603265;2b;RT SeekingAlpha Is LinkedIn the Only Social Networking Star ACOM AMZN BIDU DATE GOOG LNKD LOV  
72999142955294720;4;RT MarketShot Yandex IPO pricing higher should provide a bounce to the social media techies LNKD SINA and related tech search favori 
73005718860603392;2a;RT Smbcapital RT Sspencersmb Context Matters BIDU CF  STUDY
73006809102811136;2b;great example RT Alphatrends RT Smbcapital RT Sspencersmb Context Matters BIDU CF 
73009801537404929;4;ERROR
73018841382395904;2a;Russian search engine Yandex raises 13 bil in  will it be another GOOG or BIDU IPOS YNDX
73021732050567168;0;Demand for YNDX looks extremely robust  via EmergingMoney TimSeymour GOOG BIDU CTCM Tim
73022848972767232;2a;ERROR
73032659512729600;2b;ERROR
73050808119332865;4;RT IPOtweet First Day  Returns GOOG 18 BIDU 354 YNDX currently 40 IPOS
73058065385140224;2b;DANG quality China stocks BIDU SINA up while subpar DANG MOBI YOKU downgt trend will continue
73071708856266752;2a;First 15m open and the Ichimoku clouds  AAPL AMZN BIDU CAT FFIV FCX SINA SOHU MOS follow on from EOD ystrdy 
73075111527317504;2b;When I say momo stocks not just talking about NFLX  AAPL AMZN PCLN BIDU any stock that is popular  moves violently either direction
73095431038566400;0;BIDU looks like it is ready to roll over  So controlled this market is  BIDU show no real rally on last push up in market
73097828926373888;0;ERROR
73100098640424960;2a;ERROR
73110973296295936;4;ERROR
73111317300527104;4;6 Global Stocks That Super Hedge Funds Love BIDU GOOG MELI SINA SOHU YHOO YOKU
